language,BCP-47 code,ISO 639-3 code,ISO 639-1 code
"Quechua, North Bolivian",qul_Latn,qul,
Sipacapense,qum_Latn,qum,
Quinault,,qun,
Southern Pastaza Quechua,qup_Latn,qup,
Yanahuanca Pasco Quechua,qur_Latn,qur,
Santiago del Estero Quichua,qus_Latn,qus,
Sacapulteco,quv_Latn,quv,
"Quichua, Tena Lowland",quw_Latn,quw,
Yauyos Quechua,qux_Latn,qux,
"Quechua, Ayacucho",quy_Latn,quy,
"Quechua, Cusco",quz_Latn,quz,
Ambo-Pasco Quechua,qva_Latn,qva,
"Quechua, Cajamarca",qvc_Latn,qvc,
"Quechua, Eastern Apurímac",qve_Latn,qve,
"Quechua, Huamalíes-Dos de Mayo Huánuco",qvh_Latn,qvh,
Imbabura Highland Quichua,qvi_Latn,qvi,
Loja Highland Quichua,qvj_Latn,qvj,
Cajatambo North Lima Quechua,qvl_Latn,qvl,
"Quechua, Margos-Yarowilca-Lauricocha",qvm_Latn,qvm,
"Quechua, North Junín",qvn_Latn,qvn,
"Quichua, Napo",qvo_Latn,qvo,
Pacaraos Quechua,,qvp,
"Quechua, San Martín",qvs_Latn,qvs,
"Quechua, Huaylla Wanca",qvw_Latn,qvw,
Queyu,,qvy,
"Quichua, Northern Pastaza",qvz_Latn,qvz,
Corongo Ancash Quechua,qwa_Latn,qwa,
Classical Quechua,,qwc,
"Quechua, Huaylas Ancash",qwh_Latn,qwh,
Sihuas Ancash Quechua,qws_Latn,qws,
Kwalhioqua-Tlatskanai,,qwt,
Chiquián Ancash Quechua,qxa_Latn,qxa,
Chincha Quechua,,qxc,
"Quechua, Panao",qxh_Latn,qxh,
"Quichua, Salasaca Highland",qxl_Latn,qxl,
"Quechua, Northern Conchucos Ancash",qxn_Latn,qxn,
"Quechua, Southern Conchucos",qxo_Latn,qxo,
Puno Quechua,qxp_Latn,qxp,
Qashqa'i,,qxq,
"Quichua, Cañar Highland",qxr_Latn,qxr,
Southern Qiang,,qxs,
Santa Ana de Tusi Pasco Quechua,qxt_Latn,qxt,
Arequipa-La Unión Quechua,qxu_Latn,qxu,
Jauja Wanca Quechua,qxw_Latn,qxw,
Quiripi,,qyp,
Dungmali,,raa,
Camling,,rab,
Rasawa,,rac,
Rade,,rad,
Western Meohang,,raf,
Lulogooli,rag_Latn,rag,
Rabha,rah_Beng,rah,
Ramoaaina,rai_Latn,rai,
Tulu-Bohuai,,rak,
Ralte,,ral,
Canela,,ram,
Riantana,,ran,
Rao,,rao,
Rapa Nui,rap_Latn,rap,
Saam,,raq,
Rarotongan,,rar,
Tegali,,ras,
Razajerdi,,rat,
Raute,,rau,
Sampang,rav_Deva,rav,
Rawang,raw_Latn,raw,
Rang,,rax,
Rapa,,ray,
Rahambuu,,raz,
Rumai Palaung,,rbb,
Réunion Creole French,,rcf,
Rudbari,,rdb,
Rerau,,rea,
Rembong,,reb,
Rejang Kayan,,ree,
Kara (Tanzania),,reg,
Reli,,rei,
Rejang,rej_Latn,rej,
Rendille,rel_Latn,rel,
Remo,,rem,
Rengao,,ren,
Reshe,,res,
Retta,,ret,
Reyesano,,rey,
Roria,,rga,
Romano-Greek,,rge,
Rangkas,,rgk,
Romagnol,,rgn,
Resígaro,,rgr,
Southern Roglai,,rgs,
Rikou,rgu_Latn,rgu,
Rohingya,rhg_Latn,rhg,
Yahang,,rhp,
Riang (India),,ria,
Tarifit,rif_Arab,rif,
Riang Lang,,ril,
Nyaturu,rim_Latn,rim,
Nungu,,rin,
Ribun,,rir,
Ritharrngu,,rit,
Riung,,riu,
Rajong,,rjg,
Raji,,rji,
Rajbanshi,rjs_Deva,rjs,
Kraol,,rka,
Rikbaktsa,,rkb,
Rakahanga-Manihiki,,rkh,
Rakhine,,rki,
Marka,,rkm,
Rangpuri,rkt_Beng,rkt,
Rama,,rma,
Rembarrnga,,rmb,
Carpathian Romani,rmc_Cyrl,rmc,
"Romani, Carpathian",,rmc-script_cyrillic,
Angloromani,,rme,
Kalo Finnish Romani,,rmf,
Murkim,,rmh,
Lomavren,,rmi,
Romkun,,rmk,
Baltic Romani,,rml,
Roma,,rmm,
Balkan Romani,,rmn,
"Romani, Sinte",rmo_Latn,rmo,
Rempi,,rmp,
Caló,,rmq,
Domari,,rmt,
Welsh Romani,,rmw,
Romam,,rmx,
Vlax Romani,rmy_Cyrl,rmy,
"Romani, Vlax",,rmy-script_latin,
Marma,,rmz,
Ruund,,rnd,
Ronga,rng_Latn,rng,
Ranglong,rnl_Latn,rnl,
Roon,,rnn,
Rongpo,,rnp,
Nari Nari,,rnr,
Rungwa,,rnw,
Tae',rob_Latn,rob,
Cacgia Roglai,,roc,
Rogo,,rod,
Ronji,,roe,
Rombo,rof_Latn,rof,
Northern Roglai,,rog,
Romansh,roh_Latn_surs1244,roh,rm
Romblomanon,rol_Latn,rol,
Romanian,ron_Latn,ron,ro
Rotokas,roo_Latn,roo,
Kriol,rop_Latn,rop,
Rongga,,ror,
Runga,,rou,
Dela-Oenale,,row,
Repanbitip,,rpn,
Rapting,,rpt,
Ririo,,rri,
Waima,rro_Latn,rro,
Ratahan,rth_Latn,rth,
Rotuman,,rtm,
Rathawi,,rtw,
Gungu,rub_Latn,rub,
Ruuli,ruc_Latn,ruc,
Rusyn,,rue,
Luguru,ruf_Latn,ruf,
Roviana,rug_Latn,rug,
Ruga,,ruh,
Che,,ruk,
Rundi,run_Latn,run,rn
Istro Romanian,,ruo,
Macedo-Romanian,,rup,
Megleno Romanian,,ruq,
Russian,rus_Cyrl,rus,ru
Rutul,,rut,
Lanas Lobu,,ruu,
Rawo,,rwa,
Rwa,,rwk,
Amba (Uganda),rwm_Latn,rwm,
Rawa,,rwo,
Marwari (India),rwr_Deva,rwr,
Ngardi,,rxd,
Karuwali,,rxw,
Northern Amami-Oshima,,ryn,
Yaeyama,,rys,
Central Okinawan,,ryu,
Rāziḥī,,rzh,
Saba,,saa,
Buglere,sab_Latn,sab,
Meskwaki,,sac,
Sandawe,,sad,
Sabanê,,sae,
Safaliba,,saf,
Sango,sag_Latn,sag,sg
Yakut,sah_Cyrl,sah,
Sahu,saj_Latn,saj,
Sake,,sak,
Samaritan Aramaic,,sam,
Sause,,sao,
Samburu,saq_Latn,saq,
Saraveca,,sar,
Sasak,sas_Latn,sas,
Santhali,,sat,
Saleman,sau_Latn,sau,
Saafi-Saafi,,sav,
Sawi,,saw,
Sa,,sax,
Saya,say_Latn,say,
Saurashtra,,saz,
Ngambay,sba_Latn,sba,
Simbo,,sbb,
Kele (Papua New Guinea),,sbc,
"Samo, Southern",sbd_Latn,sbd,
Saliba,,sbe,
Shabo,,sbf,
Seget,,sbg,
Sori-Harengan,,sbh,
Seti,,sbi,
Surbakhal,,sbj,
Safwa,,sbk,
"Sambal, Botolan",sbl_Latn,sbl,
Sagala,,sbm,
Sindhi Bhil,sbn_Arab,sbn,
Sabüm,,sbo,
Sangu,sbp_Latn,sbp,
Sileibi,,sbq,
Sembakung Murut,,sbr,
Subiya,,sbs,
Kimki,,sbt,
Stod Bhoti,,sbu,
Simba,,sbw,
Seberuang,,sbx,
Soli,,sby,
Sara Kaba,,sbz,
Chut,,scb,
Dongxiang,,sce,
San Miguel Creole French,,scf,
Sanggau,,scg,
Sakachep,sch_Latn,sch,
Sri Lankan Creole Malay,,sci,
Sadri,sck_Deva,sck,
Shina,scl_Arab,scl,
Scots,sco_Latn,sco,
Hyolmo,,scp,
Sa'och,,scq,
North Slavey,,scs,
Southern Katang,,sct,
Shumcho,,scu,
Sheni,,scv,
Sha,,scw,
Toraja-Sa’dan,sda_Latn,sda,
Shabak,,sdb,
Sassarese Sardinian,,sdc,
Surubu,,sde,
Sarli,,sdf,
Savi,,sdg,
Southern Kurdish,,sdh,
Suundi,,sdj,
Sos Kundi,,sdk,
Gallurese Sardinian,,sdn,
Bukar-Sadung Bidayuh,sdo_Latn,sdo,
Sherdukpen,,sdp,
Oraon Sadri,,sdr,
Sened,,sds,
Sarudu,,sdu,
Sibu Melanau,,sdx,
Sallands,,sdz,
Semai,sea_Latn,sea,
Shempire Senoufo,,seb,
Sechelt,,sec,
Sedang,,sed,
Seneca,,see,
Cebaara Senoufo,,sef,
Segeju,,seg,
Sena,seh_Latn,seh,
Seri,sei_Latn,sei,
Sene,,sej,
Sekani,,sek,
Selkup,,sel,
Nanerigé Sénoufo,,sen,
Suarmin,,seo,
Sìcìté Sénoufo,,sep,
Senara Sénoufo,,seq,
Serrano,,ser,
"Songhay, Koyraboro Senni",ses_Latn,ses,
Sentani,,set,
Serui-Laut,,seu,
Nyarafolo Senoufo,,sev,
Sewa Bay,,sew,
Paicoca,sey_Latn,sey,
Senthang Chin,,sez,
Eastern Subanen,,sfe,
Small Flowery Miao,,sfm,
Sehwi,,sfw,
Old Irish (to 900),,sga,
"Ayta, Mag-antsi",sgb_Latn,sgb,
Kipsigis,,sgc,
Surigaonon,,sgd,
Segai,,sge,
Shughni,,sgh,
Suga,,sgi,
Surgujia,sgj_Deva,sgj,
Sangkong,,sgk,
Singa,,sgm,
Singpho,,sgp,
Sangisari,,sgr,
Brokpake,,sgt,
Salas,,sgu,
Sebat Bet Gurage,sgw_Ethi,sgw,
Sanglechi,,sgy,
Sursurunga,,sgz,
Shall-Zwall,,sha,
Ninam,,shb,
Sonde,,shc,
Kundal Shahi,,shd,
Sheko,,she,
Shua,,shg,
Shoshoni,,shh,
Tachelhit,shi_Latn,shi,
Shatt,,shj,
Shilluk,shk_Latn,shk,
Shendu,,shl,
Shahrudi,,shm,
Shan,shn_Mymr,shn,
Shanga,sho_Latn,sho,
Shipibo-Conibo,shp_Latn,shp,
Sala,,shq,
Shi,,shr,
Shuswap,,shs,
Shasta,,sht,
Chadian Arabic,,shu,
Shehri,,shv,
Shwai,,shw,
She,,shx,
Tachawit,,shy,
Syenara Senoufo,,shz,
Akkala Sami,,sia,
Sebop,,sib,
Sidamo,sid_Latn,sid,
Simaa,,sie,
Siamou,,sif,
Paasaal,sig_Latn,sig,
Zire,,sih,
Shom Peng,,sii,
Numbami,,sij,
"Sisaala, Tumulung",sil_Latn,sil,
Mende (Papua New Guinea),,sim,
Sinhalese,sin_Sinh,sin,si
Sikkimese,sip_Tibt,sip,
Sonia,,siq,
Siri,,sir,
Siuslaw,,sis,
Sinagen,,siu,
Sumariup,,siv,
Siwai,siw_Latn,siw,
Sumau,,six,
Sivandi,,siy,
Siwi,,siz,
Epena,sja_Latn,sja,
Sajau Basap,,sjb,
Kildin Sami,,sjd,
Pite Sami,,sje,
Assangori,,sjg,
Kemi Sami,,sjk,
Sajalong,,sjl,
Mapun,sjm_Latn,sjm,
Xibe,,sjo,
Surjapuri,sjp_Deva,sjp,
Siar-Lak,sjr_Latn,sjr,
Senhaja De Srair,,sjs,
Ter Sami,,sjt,
Ume Sami,,sju,
Shawnee,,sjw,
Skagit,,ska,
Saek,,skb,
Ma Manda,,skc,
Southern Sierra Miwok,,skd,
Seke (Vanuatu),,ske,
Sakirabiá,,skf,
Sakalava Malagasy,skg_Latn,skg,
Sikule,,skh,
Sika,,ski,
Seke (Nepal),,skj,
Kutong,,skm,
Kolibugan Subanon,,skn,
Seko Tengah,,sko,
Sekapan,,skp,
Sininkere,,skq,
Seraiki,skr_Arab,skr,
Maia,,sks,
Sakata,,skt,
Sakao,,sku,
Skou,,skv,
Skepi Creole Dutch,,skw,
Seko Padang,,skx,
Sikaiana,,sky,
Sekar,,skz,
Sáliba,,slc,
Sissala,sld_Latn,sld,
Sholaga,,sle,
Selungai Murut,,slg,
Southern Puget Sound Salish,,slh,
Lower Silesian,,sli,
Slovak,slk_Latn,slk,sk
Salt-Yui,,sll,
Pangutaran Sama,,slm,
Salinan,,sln,
Lamaholot,,slp,
Salchuq,,slq,
Salar,,slr,
Sila,,slt,
Selaru,slu_Latn,slu,
Slovene,slv_Latn,slv,sl
Slovenian,slv_Latn,slv,sl
Sialum,,slw,
Salampasu,,slx,
Selayar,,sly,
Ma'ya,,slz,
Southern Sami,,sma,
Simbari,,smb,
Som,,smc,
Sama,,smd,
Northern Sami,,sme,se
Auwe,,smf,
Simbali,,smg,
Samei,,smh,
Lule Saami,,smj,
Bolinao,,smk,
"Sama, Central",sml_Latn,sml,
Musasa,,smm,
Inari Sami,,smn,
Samoan,smo_Latn,smo,sm
Samaritan,,smp,
Samo,,smq,
Simeulue,,smr,
Skolt Sami,,sms,
Simte,,smt,
Somray,,smu,
Samvedi,,smv,
Sumbawa,,smw,
Samba,,smx,
Semnani,,smy,
Simeku,,smz,
Shona,sna_Latn,sna,sn
Sebuyau,,snb,
Sinaugoro,snc_Latn,snc,
Sindhi,snd_Arab,snd,sd
"Bidayuh, Bau",sne_Latn,sne,
Noon,,snf,
Sanga (Democratic Republic of Congo),,sng,
Sensi,,sni,
Riverain Sango,,snj,
Soninke,snk_Latn,snk,
Sangil,,snl,
Southern Ma'di,,snm,
Siona,snn_Latn,snn,
Snohomish,,sno,
Siane,snp_Latn,snp,
Sangu (Gabon),,snq,
Sihan,,snr,
South West Bay,,sns,
Viid,,snu,
Sa'ban,snv_Latn,snv,
Selee,snw_Latn,snw,
Sam,,snx,
Saniyo-Hiyewe,,sny,
Kou,,snz,
Thai Song,,soa,
Sobei,,sob,
So (Democratic Republic of Congo),,soc,
Songoora,,sod,
Songomeno,,soe,
Sogdian,,sog,
Aka,,soh,
Sonha,,soi,
Soi,,soj,
Sokoro,,sok,
Solos,sol_Latn,sol,
Somali,som_Latn,som,so
Songo,,soo,
Songe,,sop,
Kanasi,,soq,
Somrai,,sor,
Seeku,,sos,
Southern Thai,,sou,
Sonsorol,,sov,
Sowanda,,sow,
Swo,,sox,
Miyobe,soy_Latn,soy,
Temi,,soz,
Spanish,spa_Latn,spa,es
Latin American Spanish,,spa-lat,
Sepa (Indonesia),,spb,
Sapé,,spc,
Saep,,spd,
Sepa (Papua New Guinea),,spe,
Sian,,spg,
Saponi,,spi,
Sengo,,spk,
Selepet,,spl,
Akukem,,spm,
Sanapaná,,spn,
Spokane,,spo,
"Sénoufo, Supyire",spp_Latn,spp,
Loreto-Ucayali Spanish,,spq,
Saparua,,spr,
Saposa,sps_Latn,sps,
Spiti Bhoti,,spt,
Sapuan,,spu,
Sambalpuri,,spv,
Sabaot,spy_Latn,spy,
Shama-Sambuga,,sqa,
Shau,,sqh,
Suma,,sqm,
Susquehannock,,sqn,
Sorkhei,,sqo,
Sou,,sqq,
Soqotri,,sqt,
Squamish,,squ,
Saruga,,sra,
Sora,,srb,
Logudorese Sardinian,src_Latn,src,
Sara,,sre,
Nafi,,srf,
Sulod,,srg,
Sarikoli,,srh,
Siriano,sri_Latn,sri,
Serudung Murut,,srk,
Isirawa,,srl,
Saramaccan,srm_Latn,srm,
Sranan Tongo,srn_Latn,srn,
Campidanese Sardinian,sro_Latn,sro,
Serbian,srp_Cyrl,srp,sr
Sirionó,,srq,
Serer,srr_Latn,srr,
Sarsi,,srs,
Sauri,,srt,
Suruí,,sru,
Southern Sorsoganon,,srv,
Serua,,srw,
Sirmauri,srx_Deva,srx,
Sera,,sry,
Shahmirzadi,,srz,
Southern Sama,,ssb,
Suba-Simbiti,,ssc,
Siroi,,ssd,
Bangingih Sama,,sse,
Thao,,ssf,
Seimat,,ssg,
Shihhi Arabic,,ssh,
Sansi,ssi_Arab,ssi,
Sausi,,ssj,
Sunam,,ssk,
Western Sisaala,,ssl,
Semnam,,ssm,
Waata,,ssn,
Sissano,,sso,
So'a,,ssq,
Sô,,sss,
Sinasina,,sst,
Susuami,,ssu,
Shark Bay,,ssv,
Samberigi,,ssx,
Saho,,ssy,
Sengseng,,ssz,
Northern Subanen,,stb,
Liana-Seti,ste_Latn,ste,
Seta,,stf,
Trieng,,stg,
Bulo Stieng,,sti,
Matya Samo,,stj,
Arammba,,stk,
Stellingwerfs,,stl,
Setaman,,stm,
Owa,stn_Latn,stn,
Stoney,,sto,
"Tepehuan, Southeastern",stp_Latn,stp,
Saterfriesisch,,stq,
Straits Salish,,str,
Shumashti,,sts,
Budeh Stieng,,stt,
Samtao,,stu,
Silt'e,,stv,
Satawalese,,stw,
Siberian Tatar,,sty,
Sulka,sua_Latn,sua,
Suku,,sub,
"Subanon, Western",suc_Latn,suc,
Suena,,sue,
Suganga,,sug,
Suki,,sui,
Shubi,,suj,
Sukuma,suk_Latn,suk,
Sunda,sun_Latn,sun,su
Bouni,,suo,
Tirmaga-Chai Suri,,suq,
Mwaghavul,sur_Latn,sur,
Susu,sus_Latn,sus,
Subtiaba,,sut,
Puroik,suv_Latn,suv,
Sumbwa,,suw,
Sumerian,,sux,
Suyá,,suy,
Sunwar,suz_Deva,suz,
Svan,sva_Geor,sva,
Ulau-Suain,,svb,
Vincentian Creole English,,svc,
Serili,,sve,
Slavomolisano,,svm,
Savosavo,,svs,
Maore Comorian,,swb,
Congo Swahili,,swc,
Swedish,swe_Latn,swe,sv
Sere,,swf,
Swabian,,swg,
Swahili,swh_Latn,swh,sw
Sui,,swi,
Sira,,swj,
Malawi Sena,,swk,
Samosa,,swm,
Sawknah,,swn,
Shanenawa,,swo,
Suau,,swp,
Sharwa,,swq,
Saweru,,swr,
Seluwasan,,sws,
Sawila,,swt,
Suwawa,,swu,
Shekhawati,swv_Deva,swv,
Sowa,,sww,
Suruahá,,swx,
Sarua,,swy,
Suba,sxb_Latn,sxb,
Sighu,,sxe,
Shuhi,,sxg,
Southern Kalapuya,,sxk,
Sangir,sxn_Latn,sxn,
Saaroa,,sxr,
Sasaru,,sxs,
Upper Saxon,,sxu,
Saxwe Gbe,,sxw,
Siang,sya_Latn,sya,
Central Subanen,,syb,
Classical Syriac,,syc,
Seki,,syi,
Sukur,,syk,
Sylheti,syl_Latn,syl,
Maya Samo,,sym,
Senaya,,syn,
Suoy,,syo,
Sinyar,,sys,
Kagate,,syw,
Samay,,syx,
Semelai,sza_Latn,sza,
Ngalum,,szb,
Semaq Beri,,szc,
Seze,,sze,
Sengele,,szg,
Sula,,szn,
Suabo,,szp,
Isu (Fako Division),,szv,
Sawai,,szw,
Sakizaya,szy_Latn,szy,
Lower Tanana,,taa,
Tabassaran,,tab,
"Tarahumara, Western",tac_Latn,tac,
Tause,,tad,
Tariana,,tae,
Tapirapé,,taf,
Tagoi,,tag,
Tahitian,,tah,ty
"Tamang, Eastern",taj_Deva,taj,
Tala,,tak,
Tal,,tal,
Tamil,tam_Taml,tam,ta
Tangale,tan_Latn,tan,
Yami,tao_Latn,tao,
Taabwa,tap_Latn,tap,
Tamasheq,taq_Latn,taq,
Central Tarahumara,tar_Latn,tar,
Tatar,tat_Cyrl,tat,tt
Upper Tanana,,tau,
Tatuyo,tav_Latn,tav,
Tai,,taw,
Tamki,,tax,
Atayal,tay_Latn,tay,
Tocho,,taz,
Aikanã,,tba,
Takia,tbc_Latn,tbc,
Kaki Ae,,tbd,
Tanimbili,,tbe,
Mandara,tbf_Latn,tbf,
"Tairora, North",tbg_Latn,tbg,
Thurawal,,tbh,
Gaam,,tbi,
Tiang,,tbj,
"Tagbanwa, Calamian",tbk_Latn,tbk,
Tboli,tbl_Latn,tbl,
Tagbu,,tbm,
Barro Negro Tunebo,,tbn,
Tawala,,tbo,
Taworta,,tbp,
Tumtum,,tbr,
Tanguat,,tbs,
Tembo (Kitembo),,tbt,
Tubar,,tbu,
Tobo,,tbv,
Tagbanwa,,tbw,
Kapin,,tbx,
Tabaru,tby_Latn,tby,
Ditammari,tbz_Latn,tbz,
Ticuna,tca_Latn,tca,
Tanacross,,tcb,
Datooga,tcc_Latn,tcc,
Tafi,,tcd,
Southern Tutchone,,tce,
Malinaltepec Tlapanec,tcf_Latn,tcf,
Tamagario,,tcg,
Turks And Caicos Creole English,,tch,
Wára,,tci,
Tchitchege,,tck,
Taman (Myanmar),,tcl,
Tanahmerah,,tcm,
Tichurong,,tcn,
Taungyo,,tco,
Tawr Chin,,tcp,
Kaiy,,tcq,
Torres Strait Creole,,tcs,
T'en,,tct,
Southeastern Tarahumara,,tcu,
Tecpatlán Totonac,,tcw,
Toda,,tcx,
Tulu,tcy_Mlym,tcy,
"Chin, Thado",tcz_Latn,tcz,
Tagdal,,tda,
Panchpargania,,tdb,
Emberá-Tadó,,tdc,
Tai Nüa,,tdd,
Tiranige Diga Dogon,,tde,
Talieng,,tdf,
Western Tamang,,tdg,
Thulung,,tdh,
Tomadino,,tdi,
Tajio,tdj_Latn,tdj,
Tambas,,tdk,
Sur,,tdl,
Taruma,,tdm,
Tondano,tdn_Latn,tdn,
Teme,,tdo,
Tita,,tdq,
Todrah,,tdr,
Doutai,,tds,
Tetun Dili,,tdt,
Toro,,tdv,
Tandroy-Mahafaly Malagasy,tdx_Latn,tdx,
Tadyawan,,tdy,
Temiar,,tea,
Terik,,tec,
"Krumen, Tepo",ted_Latn,ted,
"Tepehua, Huehuetla",tee_Latn,tee,
Teressa,,tef,
Teke-Tege,,teg,
Tehuelche,,teh,
Torricelli,,tei,
Ibali Teke,,tek,
Telugu,tel_Telu,tel,te
Themne,tem_Latn,tem,
Tama (Colombia),,ten,
Ateso,teo_Latn,teo,
Tepecano,,tep,
Temein,,teq,
Terêna,ter_Latn,ter,
Tengger,,tes,
Tetum,,tet,
Soo,,teu,
Teor,,tev,
Tewa,tew_Latn,tew,
Tennet,tex_Latn,tex,
Tulishi,,tey,
Tetserret,,tez,
Tofin Gbe,,tfi,
Tanaina,,tfn,
Tefaro,,tfo,
Teribe,tfr_Latn,tfr,
Ternate,,tft,
Sagalla,,tga,
Tobilung,,tgb,
Tigak,tgc_Latn,tgc,
Ciwogai,,tgd,
Eastern Gorkha Tamang,,tge,
Chalikha,,tgf,
Tobagonian Creole English,,tgh,
Lawunuia,,tgi,
Tagin,tgj_Latn,tgj,
Tajik,tgk_Cyrl,tgk,tg
Tagalog,tgl_Latn,tgl,tl
Tandaganon,,tgn,
Sudest,tgo_Latn,tgo,
Tangoa,tgp_Latn,tgp,
Tring,,tgq,
Nume,,tgs,
Central Tagbanwa,,tgt,
Tanggu,,tgu,
Tagwana Senoufo,,tgw,
Tagish,,tgx,
Togoyo,,tgy,
Tagalaka,,tgz,
Thai,tha_Thai,tha,th
Thayore,,thd,
Chitwania Tharu,the_Deva,the,
Thangmi,,thf,
Northern Tarahumara,,thh,
Tai Long,,thi,
Kitharaka,thk_Latn,thk,
"Tharu, Dangaura",thl_Deva,thl,
Aheu,,thm,
Thachanadan,,thn,
Thompson,,thp,
Kochila Tharu,thq_Deva,thq,
Rana Tharu,thr_Deva,thr,
Thakali,,ths,
Tahltan,,tht,
Thuri,,thu,
Tahaggart Tamahaq,thv_Tfng,thv,
Tha,,thy,
Tayart Tamajeq,,thz,
Tidikelt Tamazight,,tia,
Tira,,tic,
Tifal,,tif,
Tigre,tig_Ethi,tig,
"Murut, Timugon",tih_Latn,tih,
Tiene,,tii,
Tilung,,tij,
Tikar,tik_Latn,tik,
Tillamook,,til,
Timbe,,tim,
Tindi,,tin,
Teop,tio_Latn,tio,
Trimuris,,tip,
Tiéfo,,tiq,
Tigrigna,tir_Ethi,tir,ti
Masadiit Itneg,,tis,
Tinigua,,tit,
Adasen,,tiu,
Tiv,,tiv,
Tiwi,,tiw,
Southern Tiwa,,tix,
Tiruray,,tiy,
Tai Hongjin,,tiz,
Tajuasohn,,tja,
Tunjung,,tjg,
Northern Tujia,,tji,
Tjungundji,,tjj,
Tai Laing,,tjl,
Timucua,,tjm,
Tonjon,,tjn,
Temacine Tamazight,,tjo,
Tjupany,,tjp,
Southern Tujia,,tjs,
Tjurruru,,tju,
Buksa,,tkb,
Tukudede,,tkd,
Takwane,,tke,
Tesaka Malagasy,tkg_Latn,tkg,
Tokelau,,tkl,
Takelma,,tkm,
Toku-No-Shima,,tkn,
Tikopia,,tkp,
Tee,,tkq,
Tsakhur,tkr_Latn,tkr,
Takestani,,tks,
Kathoriya Tharu,tkt_Deva,tkt,
Upper Necaxa Totonac,,tku,
Mur Pano,,tkv,
Teanu,,tkw,
Tangko,,tkx,
Takua,,tkz,
Southwestern Tepehuan,,tla,
Tobelo,tlb_Latn,tlb,
Yecuatla Totonac,,tlc,
Talaud,,tld,
Telefol,,tlf,
Tofanma,,tlg,
Tlingit,tli_Latn,tli,
Talinga-Bwisi,tlj_Latn,tlj,
Taloki,,tlk,
Tetela,,tll,
Tolomako,,tlm,
Talondo',,tln,
Talodi,,tlo,
Filomena Mata-Coahuitlán Totonac,tlp_Latn,tlp,
Tai Loi,,tlq,
Talise,,tlr,
Tambotalo,,tls,
Teluti,,tlt,
Tulehu,,tlu,
Taliabu,,tlv,
Khehek,,tlx,
Talysh,tly_Latn,tly,
Tama (Chad),,tma,
Katbol,,tmb,
Tumak,tmc_Latn,tmc,
Haruai,,tmd,
Toba-Maskoy,tmf_Latn,tmf,
Ternateño,,tmg,
Tutuba,,tmi,
Samarokena,,tmj,
Tamnim Citak,,tml,
Tai Thanh,,tmm,
Taman (Indonesia),,tmn,
Temoq,,tmo,
Tumleo,,tmq,
Jewish Babylonian Aramaic (ca. 200-1200 CE),,tmr,
Tima,,tms,
Tasmate,,tmt,
Iau,,tmu,
Tembo (Motembo),,tmv,
Temuan,,tmw,
Tami,,tmy,
Tamanaku,,tmz,
Tacana,tna_Latn,tna,
Western Tunebo,,tnb,
Tanimuca-Retuarã,,tnc,
Angosturas Tunebo,,tnd,
Tobanga,tng_Latn,tng,
Maiani,,tnh,
Tandia,,tni,
Kwamera,tnk_Latn,tnk,
Lenakel,,tnl,
Tabla,,tnm,
"Tanna, North",tnn_Latn,tnn,
Toromono,,tno,
Whitesands,tnp_Latn,tnp,
Taino,,tnq,
Ménik,tnr_Latn,tnr,
Tenis,,tns,
Tontemboan,tnt_Latn,tnt,
Tay Khang,,tnu,
Tangchangya,,tnv,
Tonsawang,,tnw,
Tanema,,tnx,
Tongwe,,tny,
Ten'edn,,tnz,
Toba,tob_Latn,tob,
"Totonac, Coyutla",toc_Latn,toc,
Toma,,tod,
Gizrra,,tof,
Tonga (Nyasa),,tog,
Tonga,toh_Latn,toh,
Tonga (Zambia),,toi,
Tojolabal,,toj,
Tolowa,,tol,
Tombulu,tom_Latn,tom,
Tonga (Tonga Islands),,ton,to
Xicotepec De Juárez Totonac,,too,
Papantla Totonac,top_Latn,top,
Toposa,,toq,
Togbo-Vara Banda,,tor,
"Totonac, Highland",tos_Latn,tos,
Tho,,tou,
Upper Taromi,,tov,
Jemez,,tow,
Tobian,,tox,
Topoiyo,,toy,
To,,toz,
Taupota,,tpa,
Azoyú Tlapanec,,tpc,
Tippera,,tpe,
Tarpia,,tpf,
Kula,,tpg,
Tok Pisin,tpi_Latn,tpi,
Tapieté,,tpj,
Tupinikin,,tpk,
Tlacoapa Tlapanec,tpl_Latn,tpl,
Tampulma,tpm_Latn,tpm,
Tupinambá,,tpn,
Tai Pao,,tpo,
"Tepehua, Pisaflores",tpp_Latn,tpp,
Tukpa,,tpq,
Tuparí,,tpr,
"Tepehua, Tlachichilco",tpt_Latn,tpt,
Tampuan,,tpu,
Tanapag,,tpv,
Tupí,,tpw,
Acatepec Tlapanec,,tpx,
Trumai,,tpy,
Tinputz,tpz_Latn,tpz,
Tembé,,tqb,
Lehali,,tql,
Turumsa,,tqm,
Tenino,,tqn,
Toaripi,,tqo,
Tomoip,tqp_Latn,tqp,
Tunni,,tqq,
Torona,,tqr,
Western Totonac,,tqt,
Touo,,tqu,
Tonkawa,,tqw,
Tirahi,,tra,
Terebu,,trb,
"Triqui, Copala",trc_Latn,trc,
Turi,,trd,
East Tarangan,,tre,
Trinidadian Creole English,,trf,
Lishán Didán,,trg,
Turaka,,trh,
Trió,tri_Latn,tri,
Toram,,trj,
Tregami,,trm,
Trinitario,trn_Latn,trn,
Tarao Naga,,tro,
